"","plicata","soricina","brachyotis","hirsute","microtis","leporhinus","stramenious","davyii","mesoamericanus","tumida","leucoptera"
"1",0,0,0,0,0,0,0,0,1,0,0
"2",1,0,1,0,0,0,0,0,0,0,0
"3",3,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,1,0,0
"5",1,0,0,0,0,0,0,0,0,0,0
"6",1,0,0,0,0,0,0,0,1,0,0
"7",1,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,1,0,0
"9",3,0,0,0,0,0,0,0,0,0,0
"10",1,0,0,0,0,0,0,0,0,0,0
"11",2,0,1,0,0,0,0,0,1,0,0
"12",4,0,0,0,0,0,0,0,0,0,0
"13",2,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,2,0,0
"15",0,0,0,0,0,0,0,0,4,0,0
"16",2,1,0,0,0,1,0,0,0,0,0
"17",0,3,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,1,0,0
"19",0,0,0,0,0,1,0,0,0,0,0
"20",1,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,1,0,0
"22",0,1,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,1,0,0
"24",0,2,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,1,0,0
"26",1,0,0,0,0,0,0,0,0,0,0
"27",2,1,0,0,0,0,1,0,0,1,0
"28",1,0,0,0,0,0,0,0,0,0,0
"29",1,0,0,0,0,0,0,0,0,0,0
"30",0,0,1,0,0,0,0,0,0,0,0
"31",2,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,3,0,0
"33",0,0,0,0,0,0,0,0,3,0,0
"34",1,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,1,0,0,0,0
"36",1,0,0,0,0,0,0,0,0,0,0
"37",1,1,0,0,0,0,0,0,0,0,0
"38",1,0,0,0,1,0,0,0,0,0,0
"39",1,0,0,0,0,0,0,1,0,0,0
"40",0,1,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,1,0,0
"42",0,0,0,0,0,0,0,0,10,1,0
"43",2,0,0,0,0,0,0,0,0,0,0
"44",4,0,0,0,0,0,0,0,0,0,0
"45",2,1,0,0,0,0,0,0,0,0,1
"46",1,0,0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,1,0,0,0,0,0
"48",1,0,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,1,0,0
"50",1,0,0,0,0,0,0,0,1,0,0
"51",1,0,0,0,0,0,0,0,0,0,0
"52",0,0,0,0,0,0,0,0,1,0,0
"53",0,0,0,0,0,0,0,0,1,0,0
"54",2,0,0,0,0,0,0,0,0,0,0
"55",1,0,0,0,0,0,0,0,1,0,0
"56",0,1,0,0,0,0,0,0,0,0,0
"57",0,1,0,0,0,0,0,0,11,0,0
"58",1,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,1,0,0
"60",3,0,0,0,0,0,0,0,0,0,0
"61",2,0,0,0,0,0,0,0,0,0,0
"62",1,0,0,0,0,0,0,0,0,0,0
"63",1,0,0,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,1,0,0,0,0
"65",4,1,0,0,0,0,1,0,3,0,0
"66",0,0,0,0,0,0,0,0,1,0,0
"67",1,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,1,0,0
"69",0,1,0,0,0,0,0,0,0,0,0
"70",0,1,0,0,0,0,0,0,0,0,0
"71",3,1,0,0,0,0,0,1,3,1,1
"72",0,1,0,0,0,0,0,0,0,0,0
"73",3,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,2,0,0
"75",0,0,0,0,0,0,0,0,1,0,0
"76",0,0,0,0,1,0,0,0,0,0,0
"77",0,1,0,0,0,0,0,0,3,0,0
"78",0,0,0,0,0,0,0,0,1,0,0
"79",2,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,2,0,0
"81",0,0,0,0,0,0,0,0,1,0,0
"82",0,0,0,0,0,0,0,0,1,0,0
"83",0,0,0,0,0,0,0,0,3,0,0
"84",2,0,0,0,0,0,0,0,0,0,0
"85",0,1,0,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,1,0,0
"87",1,0,0,0,0,0,0,0,1,0,0
"88",0,1,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,1,0,0
"90",5,1,0,0,0,0,0,0,0,0,0
"91",0,1,0,0,0,0,0,0,0,0,0
"92",1,0,0,0,0,0,0,0,1,0,0
"93",0,0,0,0,0,0,0,0,1,0,0
"94",1,0,0,0,0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,1,0,0
"96",0,0,0,0,0,0,0,0,1,0,0
"97",1,0,0,0,0,0,0,0,0,0,0
"98",1,0,0,0,0,0,0,0,0,0,0
"99",1,0,0,0,0,0,0,0,1,0,0
"100",0,0,0,0,0,0,0,0,3,0,0
"101",0,0,0,0,0,0,0,1,4,0,0
"102",6,4,0,0,0,0,1,0,1,0,0
"103",0,0,0,0,0,0,0,0,1,0,0
"104",0,0,0,0,1,0,0,0,0,0,0
"105",0,0,0,0,0,0,0,0,1,0,0
"106",1,0,0,0,0,0,0,0,0,0,0
"107",0,0,0,0,0,0,0,0,1,0,0
"108",0,0,0,0,0,0,0,0,1,0,0
"109",0,0,0,0,1,0,0,0,0,0,0
"110",0,1,0,0,0,0,0,0,0,0,0
"111",1,0,0,0,0,0,0,0,0,0,0
"112",0,0,0,0,0,0,0,0,2,0,0
"113",2,0,0,0,0,0,0,0,0,0,0
"114",1,0,0,0,0,0,0,0,0,0,0
"115",1,0,0,0,0,0,0,0,0,0,0
"116",0,0,0,0,0,0,0,0,1,0,0
"117",1,0,0,0,0,0,0,0,0,0,0
"118",1,0,0,0,0,0,0,1,1,0,0
"119",1,0,0,0,0,0,0,0,0,0,0
"120",0,0,0,0,0,0,0,0,1,0,0
"121",0,0,0,0,0,0,0,0,1,0,0
"122",1,0,0,0,0,0,0,0,0,0,0
"123",0,0,0,0,0,0,0,0,1,0,0
"124",1,1,0,0,0,0,0,0,0,0,0
"125",2,0,0,0,0,0,0,0,0,0,0
"126",0,0,0,0,0,0,0,1,10,0,0
"127",4,0,0,0,0,0,0,0,0,0,0
"128",1,1,0,0,0,0,0,0,1,0,0
"129",0,0,0,0,0,0,0,0,1,0,0
"130",1,0,0,0,0,0,0,0,0,0,0
"131",0,0,0,0,0,0,0,0,2,0,0
"132",1,0,0,0,0,0,0,0,1,0,0
"133",0,0,0,0,0,1,0,0,0,0,0
"134",1,0,0,0,0,0,0,0,0,0,0
"135",1,0,0,0,0,0,0,0,1,0,0
"136",3,0,0,0,0,0,0,1,3,0,0
"137",5,0,0,0,0,0,0,0,0,0,0
"138",0,0,0,0,0,0,0,0,1,0,0
"139",0,0,0,0,0,0,0,0,2,0,0
