"","plicata","soricina","brachyotis","hirsute","microtis","leporhinus","stramenious","davyii","mesoamericanus","tumida","leucoptera"
"1",0,0,0,0,0,0,0,0,1,0,0
"2",1,1,0,0,0,1,0,0,1,0,0
"3",5,0,0,0,0,0,0,1,1,0,0
"4",2,1,1,0,1,1,1,1,1,0,0
"5",1,0,0,0,1,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,1,0,0,0
"7",0,0,0,0,0,0,0,0,1,0,0
"8",1,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,1,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,1,0,0
"11",1,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,2,0,0
"13",0,1,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,1,0,0
"15",0,0,0,0,0,0,0,0,1,0,0
"16",1,0,0,0,0,0,0,0,0,0,0
"17",1,0,0,0,0,0,0,0,0,0,1
"18",0,0,0,0,0,0,0,0,1,0,0
"19",7,1,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,1,0,0
"21",1,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,1,0,0
"23",0,2,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,13,0,0
"25",1,0,0,0,0,0,0,0,0,0,0
"26",12,3,0,0,1,0,1,1,6,0,0
"27",2,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,1,0,0
"29",5,1,0,0,1,0,0,0,2,0,0
"30",0,0,0,0,1,0,0,0,0,0,0
"31",1,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,1,0,0
"33",0,1,0,0,0,0,0,0,0,0,0
"34",0,1,0,0,0,0,0,0,0,0,0
"35",1,0,0,0,0,0,0,0,0,0,0
"36",1,0,0,0,0,0,0,0,0,0,0
"37",1,0,0,0,0,0,0,0,0,0,0
"38",1,0,0,0,0,0,0,0,0,0,0
"39",4,1,1,0,0,0,0,0,6,1,0
"40",0,0,0,0,0,0,0,0,2,0,0
"41",1,0,0,0,0,0,0,0,0,0,0
"42",2,0,0,0,0,0,0,0,0,0,0
"43",3,0,1,0,0,0,1,1,25,0,0
"44",0,0,0,0,0,0,0,0,3,0,0
"45",0,0,1,0,0,0,0,0,1,0,0
"46",0,0,0,0,0,1,0,0,0,0,0
"47",1,0,0,0,0,0,0,0,0,0,0
"48",8,1,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,4,0,0
"50",0,0,0,0,0,0,0,0,1,0,0
"51",0,0,0,0,0,0,0,0,1,0,0
"52",7,0,0,0,0,0,0,1,0,0,0
"53",0,0,0,0,0,1,0,0,0,0,0
"54",3,0,0,0,0,0,0,0,4,0,0
"55",1,0,0,0,0,0,0,0,0,0,0
"56",1,1,0,0,0,0,0,1,1,1,0
"57",1,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,1,0,0,0
"59",1,0,0,0,0,0,0,0,1,0,0
"60",0,0,0,0,0,0,0,0,1,0,0
"61",0,0,0,0,0,1,0,0,0,0,0
"62",0,0,0,0,1,0,0,0,0,0,0
"63",0,0,0,0,0,0,0,0,1,0,0
"64",1,0,0,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,1,0,0
"66",2,0,0,0,0,0,0,0,2,0,0
"67",1,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,1,0,0,0,0
"69",1,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,2,0,0
"71",1,0,0,0,0,0,0,0,0,0,0
"72",1,2,0,0,0,0,0,0,1,0,0
"73",3,2,0,0,0,0,0,0,6,0,0
"74",0,0,0,0,0,0,0,0,1,0,0
"75",1,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,1,0,0,0,0,0
"77",9,2,0,0,0,0,1,0,1,0,0
"78",0,0,0,0,0,0,0,0,5,0,0
"79",0,0,0,0,0,0,0,0,1,0,0
"80",0,0,1,0,0,0,0,0,0,0,1
"81",5,1,4,0,1,1,1,1,2,0,0
"82",0,0,0,0,0,0,0,0,1,0,0
"83",0,0,0,0,0,0,1,0,2,0,0
"84",0,0,0,0,0,0,0,0,1,0,0
"85",1,1,1,0,0,0,0,0,3,1,0
"86",2,2,0,0,0,0,0,0,3,0,0
"87",0,0,0,0,0,1,0,0,0,0,0
"88",1,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,1,0,0,0,0,0
"90",1,0,0,0,0,0,1,0,0,0,0
"91",0,0,0,0,0,0,0,0,1,0,0
"92",1,0,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,1,0,0
"94",0,0,0,0,0,0,1,0,2,0,0
"95",0,0,0,0,0,0,0,0,1,0,0
"96",1,1,0,0,0,0,0,0,0,0,0
"97",1,0,0,0,0,0,0,0,1,0,0
"98",3,0,0,0,0,0,0,0,0,0,0
"99",0,0,0,0,0,0,0,0,1,0,0
"100",3,1,0,0,0,0,0,0,2,0,0
"101",0,1,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,0,1,0,0
"103",0,0,1,1,0,0,0,0,35,0,0
"104",0,0,0,0,0,0,0,0,1,0,0
"105",6,0,0,0,0,0,0,0,0,0,0
"106",0,0,0,1,0,0,0,0,0,0,0
"107",2,0,0,0,0,0,0,0,0,0,0
"108",3,1,0,0,0,0,0,0,0,0,0
"109",0,0,0,1,0,0,0,0,0,0,0
"110",1,0,0,0,0,0,1,0,4,0,0
"111",0,0,0,0,0,0,0,0,1,0,0
"112",1,0,0,0,0,0,0,0,0,0,0
"113",0,0,0,0,0,0,0,0,1,0,0
"114",1,0,0,0,0,0,0,0,1,0,0
