"","plicata","soricina","brachyotis","hirsute","microtis","leporhinus","stramenious","davyii","mesoamericanus","tumida","leucoptera"
"1",4,0,0,0,0,0,0,0,0,0,0
"2",0,4,0,0,0,0,0,0,1,0,0
"3",0,0,0,0,0,0,0,1,0,0,0
"4",0,0,0,0,0,0,0,0,2,0,0
"5",2,0,0,0,0,0,0,0,0,0,0
"6",0,2,0,0,0,0,0,0,2,0,0
"7",0,0,0,0,0,0,0,0,3,0,0
"8",0,0,0,0,0,1,0,0,0,0,0
"9",8,1,0,0,0,0,0,0,1,0,0
"10",0,0,0,0,0,0,0,0,1,0,0
"11",1,1,0,0,0,1,1,1,2,1,0
"12",0,0,0,0,0,1,0,0,0,0,0
"13",1,0,0,0,0,0,0,0,0,0,0
"14",0,0,1,0,0,0,0,0,0,0,1
"15",1,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,1,0,0
"17",0,0,0,0,0,1,0,0,0,0,0
"18",0,0,0,0,1,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,1,0,0
"20",3,0,0,0,0,0,0,1,3,0,0
"21",0,0,0,0,0,0,0,0,2,0,0
"22",1,0,0,0,0,0,0,0,0,0,0
"23",2,4,0,0,1,0,1,1,6,1,0
"24",12,0,1,0,0,1,1,0,1,0,0
"25",9,7,4,0,0,1,0,1,25,0,0
"26",0,0,0,0,0,0,0,0,1,0,0
"27",0,0,0,0,0,1,0,0,0,0,0
"28",0,0,0,0,0,1,0,0,0,0,0
"29",0,0,0,0,0,1,0,0,2,0,0
"30",0,2,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,1,0,0
"32",0,0,0,0,0,0,1,0,0,0,0
"33",0,0,1,0,0,0,0,0,2,0,0
"34",3,1,1,0,0,1,1,1,0,0,0
"35",0,2,1,0,0,0,0,0,9,1,0
"36",0,0,0,0,0,0,0,0,1,0,0
"37",0,0,0,0,0,0,0,0,1,0,0
"38",1,0,0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,1,0,0,0,0,0
"40",0,0,0,0,0,1,0,0,0,0,0
"41",1,0,0,0,0,0,1,0,0,0,0
"42",1,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,1,0,0
"44",0,0,0,0,0,0,1,0,3,0,0
"45",0,0,0,0,0,0,0,0,1,0,0
"46",0,0,0,0,0,0,0,1,7,0,0
"47",3,0,0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,1,0,0
"49",2,1,0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,1,0,2,0,0
"51",1,0,0,0,0,0,0,0,1,0,0
"52",1,0,0,0,0,0,0,0,2,0,0
"53",0,1,0,0,0,0,0,0,0,0,0
"54",0,0,0,1,0,0,0,0,0,0,0
"55",2,0,0,0,0,0,0,0,0,0,0
"56",3,1,0,0,0,0,0,0,0,0,0
"57",0,0,0,1,0,0,0,0,0,0,0
"58",3,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,1,0,0,0,0
"60",1,0,0,0,0,0,0,0,0,0,0
"61",1,0,0,0,0,0,0,0,0,0,0
"62",1,0,0,0,0,0,0,0,0,0,0
"63",0,0,0,1,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,1,0,0
"65",3,0,0,0,0,0,0,0,5,1,0
"66",0,0,0,0,0,0,0,0,1,0,0
"67",0,0,0,0,0,0,0,0,4,0,0
"68",1,0,0,0,0,0,1,1,0,0,0
"69",1,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,1,0,0
"71",1,0,0,0,0,0,0,0,0,0,0
"72",4,1,1,0,0,0,0,0,1,0,0
"73",0,1,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,1,0,0
"75",0,0,0,0,0,0,0,0,1,0,0
"76",2,0,0,0,0,0,0,0,1,0,0
"77",0,0,0,0,0,0,0,0,2,0,0
"78",0,0,0,0,0,0,0,0,1,0,0
"79",0,1,0,0,0,0,0,1,1,0,0
"80",0,0,0,0,0,0,0,1,2,0,0
"81",2,0,0,0,0,0,0,0,0,0,0
"82",3,0,0,0,0,0,0,0,0,0,0
"83",3,0,0,0,0,0,0,0,0,0,0
"84",0,1,0,0,0,0,0,0,0,0,0
"85",19,1,0,0,0,0,0,1,0,0,0
"86",0,0,0,0,0,0,0,0,1,0,0
"87",8,0,0,0,0,0,0,1,0,0,0
"88",22,5,2,0,1,1,1,2,36,1,1
"89",1,0,0,0,0,0,0,0,0,0,0
"90",1,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0,0,1,0,2,0,0
"92",2,0,0,0,0,0,0,0,20,0,0
"93",5,4,1,0,1,1,1,1,2,1,1
"94",6,1,0,0,0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,1,0,0
"96",0,0,0,0,0,0,0,0,19,0,0
"97",2,0,0,0,0,0,0,0,0,0,0
"98",1,1,0,0,0,0,0,0,2,0,0
"99",0,0,0,0,0,0,0,0,1,0,0
"100",2,1,0,0,0,1,0,0,0,0,0
"101",6,1,0,0,0,0,0,0,6,0,0
"102",4,0,0,0,0,0,0,0,0,0,0
"103",1,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,0,0,0,1,0,0,0,0
"105",4,1,1,0,0,1,0,0,6,0,0
"106",1,1,0,0,0,0,0,0,4,0,0
"107",0,0,0,0,0,0,0,0,1,0,0
"108",0,0,0,0,0,0,0,0,1,0,0
"109",8,0,1,0,1,0,0,0,3,0,0
"110",1,0,0,0,0,0,0,0,0,0,0
"111",2,0,0,0,0,0,0,0,1,0,0
"112",1,0,0,0,0,0,0,0,0,0,0
"113",18,3,0,0,0,0,0,0,1,0,0
"114",1,0,0,0,0,0,0,0,0,0,0
"115",9,1,1,0,0,0,0,1,4,0,0
"116",0,0,0,0,0,0,0,0,1,0,0
