"","plicata","soricina","brachyotis","hirsute","microtis","leporhinus","stramenious","davyii","mesoamericanus","tumida","leucoptera"
"1",4,0,0,0,0,0,0,0,0,0,0
"2",3,2,0,0,0,0,1,0,0,0,0
"3",18,7,4,0,1,2,1,1,25,1,0
"4",0,0,0,0,0,0,0,0,2,0,0
"5",5,2,0,0,0,0,0,1,4,1,0
"6",0,0,0,0,0,0,0,0,1,0,0
"7",6,1,0,0,0,1,0,0,2,1,0
"8",16,0,0,0,0,0,0,1,0,0,0
"9",0,0,0,0,0,1,0,0,0,0,0
"10",1,0,0,0,0,0,0,0,0,0,0
"11",1,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,1,0,0
"13",0,0,0,0,0,1,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,1,0,0
"15",0,0,0,0,1,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,1,0,0
"17",1,1,0,0,0,0,0,0,0,0,0
"18",1,0,0,0,0,0,0,0,0,0,0
"19",13,0,1,0,1,1,0,1,1,0,0
"20",0,0,0,0,0,0,0,0,1,0,0
"21",0,0,0,0,0,1,0,0,0,0,0
"22",1,1,0,0,1,0,0,0,3,0,0
"23",0,2,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,1,0,0
"25",5,0,0,0,0,0,0,0,0,0,0
"26",2,1,1,0,0,0,0,0,2,0,0
"27",3,0,0,0,0,0,0,0,0,0,0
"28",1,0,0,0,0,0,0,0,0,0,0
"29",1,0,1,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,1,0,0,0,0,0
"31",1,0,0,0,0,0,1,0,0,0,0
"32",0,0,0,0,0,0,0,0,1,0,0
"33",0,0,0,0,0,0,1,0,2,0,0
"34",0,0,0,0,0,0,0,0,1,0,0
"35",1,0,0,0,0,0,0,1,2,0,0
"36",2,0,0,0,0,0,0,0,0,0,0
"37",0,1,0,0,0,0,0,0,0,0,0
"38",3,0,0,0,0,0,0,0,0,0,0
"39",0,0,0,1,0,0,0,0,0,0,0
"40",2,0,0,0,0,0,0,0,0,0,0
"41",3,1,0,0,0,0,0,0,0,0,0
"42",0,0,0,1,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,1,0,0,0,0
"44",2,0,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0,1,0,0
"46",0,0,0,0,0,0,0,0,1,0,0
"47",3,0,0,0,0,0,0,0,0,0,0
"48",0,1,0,0,0,0,0,0,6,0,0
"49",0,0,0,0,0,0,0,0,1,0,0
"50",3,1,0,1,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,1,0,0
"52",3,0,0,0,0,0,0,0,6,1,0
"53",0,0,0,0,0,0,0,0,1,0,0
"54",1,1,0,0,1,0,0,0,3,0,0
"55",0,1,0,0,0,0,0,0,0,0,0
"56",0,0,0,0,0,0,0,0,1,0,0
"57",3,0,1,0,0,0,1,1,26,0,0
"58",1,0,0,0,0,0,0,0,0,0,0
"59",6,2,1,0,0,1,0,0,2,0,0
"60",0,0,0,0,0,0,0,0,1,0,0
"61",0,0,0,0,0,0,1,0,1,0,0
"62",0,0,0,0,0,0,0,0,2,0,0
"63",0,0,0,0,0,0,0,0,1,0,0
"64",2,0,0,0,0,0,0,0,0,0,0
"65",3,0,0,0,0,0,0,0,0,0,0
"66",3,2,0,0,0,0,0,1,1,1,0
"67",20,1,0,0,0,0,0,1,1,0,0
"68",25,6,3,0,1,1,1,2,41,1,1
"69",0,0,0,0,0,0,0,0,2,0,0
"70",1,0,0,0,0,0,0,0,0,0,0
"71",6,3,0,0,0,0,0,1,2,1,0
"72",0,1,0,0,0,0,0,1,1,0,0
"73",2,0,0,0,0,0,0,0,20,0,0
"74",0,0,0,0,0,0,0,0,3,0,1
"75",0,0,0,0,0,0,0,0,1,0,0
"76",0,0,0,0,0,0,0,0,1,0,0
"77",0,0,0,0,0,0,0,0,19,0,0
"78",0,0,0,0,0,0,0,0,1,0,0
"79",1,1,0,0,0,0,0,0,1,0,0
"80",0,0,0,0,0,0,0,0,2,0,0
"81",0,0,0,0,0,0,0,0,1,0,0
"82",2,1,0,0,0,1,1,0,0,0,0
"83",7,1,0,0,0,0,0,0,6,0,0
"84",3,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,1,0,0,0,0
"86",1,0,0,0,0,0,0,0,0,0,0
"87",1,0,0,0,0,0,0,0,0,0,0
"88",1,0,0,0,0,0,0,0,1,0,0
"89",0,0,0,0,1,0,0,0,1,0,0
"90",2,0,0,0,0,0,0,0,4,0,0
"91",3,0,0,0,0,0,0,0,0,0,0
"92",0,0,0,0,0,0,0,0,1,0,0
"93",8,0,1,0,1,0,0,0,3,0,0
"94",1,0,0,0,0,0,0,0,0,0,0
"95",1,0,0,0,0,0,0,0,0,0,0
"96",1,1,0,0,0,0,0,0,2,0,0
"97",0,0,0,0,0,0,0,0,1,0,0
"98",3,1,0,0,0,0,1,0,3,0,0
"99",0,0,0,0,0,0,0,0,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,0
"101",6,1,1,0,0,0,0,0,2,0,0
"102",4,0,0,0,0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0,0,1,0,0
"104",0,0,0,0,0,0,0,0,1,0,0
"105",1,0,0,0,0,0,0,0,0,0,0
"106",1,0,0,0,0,0,0,0,0,0,0
"107",0,0,0,0,0,1,0,0,0,0,0
"108",0,0,0,0,0,0,0,0,2,0,0
"109",1,0,0,0,0,0,0,0,0,0,0
"110",1,0,0,0,0,0,0,0,1,0,0
"111",0,0,0,1,0,0,0,0,0,0,0
"112",3,0,2,0,0,0,1,0,36,0,0
"113",7,4,1,1,1,1,0,1,6,1,0
"114",0,1,0,0,0,0,0,0,0,0,0
"115",0,0,1,0,0,0,0,0,0,0,0
