"","plicata","soricina","brachyotis","hirsute","microtis","leporhinus","stramenious","davyii","mesoamericanus","tumida","leucoptera"
"1",0,0,0,0,0,0,0,0,1,0,0
"2",1,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,1,0,0,0
"4",1,0,0,0,0,0,0,0,3,0,0
"5",0,0,0,0,0,0,0,0,1,0,0
"6",1,0,0,0,0,0,0,0,0,0,0
"7",0,0,1,0,0,0,0,0,2,0,1
"8",2,0,0,0,0,0,0,0,0,0,0
"9",1,0,0,0,0,0,0,0,0,0,0
"10",3,1,1,0,0,1,0,0,2,0,0
"11",0,0,0,0,1,0,0,0,0,0,0
"12",1,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,1,0,0
"14",1,0,0,0,0,0,0,0,0,0,0
"15",0,1,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,2,0,0
"17",1,0,0,0,0,0,0,0,0,0,0
"18",1,0,0,0,0,0,0,0,0,0,0
"19",8,3,1,0,0,0,0,0,10,1,0
"20",0,0,0,0,0,0,0,0,2,0,0
"21",2,0,0,0,0,0,0,0,0,0,0
"22",0,1,0,0,0,0,0,0,0,0,0
"23",4,2,1,0,0,1,1,1,27,0,0
"24",0,0,0,0,0,0,0,0,3,0,0
"25",5,0,0,0,0,0,0,0,0,0,0
"26",0,0,1,0,0,0,0,0,1,0,0
"27",0,0,0,0,0,1,0,0,0,0,0
"28",8,1,0,0,0,0,0,0,1,0,0
"29",0,0,0,0,0,0,0,0,1,0,0
"30",0,1,0,0,0,0,0,1,0,0,0
"31",1,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,1,0,0,0,0,0
"33",1,0,0,0,0,0,0,0,7,0,0
"34",2,0,0,0,0,0,0,0,0,0,0
"35",1,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,1,0,0
"37",1,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,1,0,0
"39",0,0,0,0,0,1,0,0,0,0,0
"40",0,0,0,0,1,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,1,0,0
"42",1,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,1,0,0
"44",4,0,0,0,0,0,0,0,3,0,0
"45",0,0,0,0,0,0,1,0,0,0,0
"46",0,0,0,0,0,0,0,0,2,0,0
"47",0,0,0,0,0,0,0,0,1,0,0
"48",1,0,0,0,0,0,0,0,0,0,0
"49",2,3,0,0,1,0,0,1,2,0,0
"50",5,1,2,0,0,1,0,0,1,0,0
"51",0,0,0,0,0,0,0,0,1,0,0
"52",0,0,0,0,0,0,0,0,1,0,0
"53",0,0,0,0,0,1,0,0,0,0,0
"54",0,0,0,0,0,0,0,0,2,0,0
"55",0,2,0,0,0,0,0,0,0,0,0
"56",0,0,0,0,0,0,0,0,1,0,0
"57",0,0,0,0,0,0,0,0,1,0,0
"58",3,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,1,0,3,0,0
"60",1,2,1,0,1,0,0,0,5,1,0
"61",0,0,0,0,0,0,0,0,1,0,0
"62",1,0,0,0,0,0,0,0,0,0,0
"63",0,0,0,0,0,1,0,0,0,0,0
"64",0,0,0,0,0,1,0,0,0,0,0
"65",1,0,0,0,0,0,1,0,0,0,0
"66",1,0,0,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,1,0,0
"68",0,0,0,0,0,0,1,0,2,0,0
"69",0,0,0,0,0,0,0,1,0,0,0
"70",0,0,0,0,0,0,0,0,1,0,0
"71",1,1,0,0,0,0,0,0,0,0,0
"72",1,0,0,0,0,0,0,0,1,0,0
"73",0,0,0,0,0,0,0,0,3,0,0
"74",0,1,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,1,0,0
"76",0,0,0,1,0,0,0,0,0,0,0
"77",2,0,0,0,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,0,1,0,0
