"SAFE","weighted nestedness","942"
"SAFE","weighted nestedness","944"
"SAFE","weighted nestedness","946"
"SAFE","weighted nestedness","948"
"SAFE","weighted nestedness","950"
"SAFE","weighted nestedness","952"
"SAFE","weighted nestedness","954"
"SAFE","weighted nestedness","956"
"SAFE","weighted nestedness","958"
"SAFE","weighted nestedness","960"
"SAFE","weighted nestedness","962"
"SAFE","weighted nestedness","964"
"SAFE","weighted nestedness","966"
"SAFE","weighted nestedness","968"
"SAFE","weighted nestedness","970"
"SAFE","weighted nestedness","972"
"SAFE","weighted nestedness","974"
"SAFE","weighted nestedness","976"
"SAFE","weighted nestedness","978"
"SAFE","weighted nestedness","980"
"SAFE","weighted NODF","910"
"SAFE","weighted NODF","912"
"SAFE","weighted NODF","914"
"SAFE","weighted NODF","916"
"SAFE","weighted NODF","918"
"SAFE","weighted NODF","920"
"SAFE","weighted NODF","922"
"SAFE","weighted NODF","924"
"SAFE","weighted NODF","926"
"SAFE","weighted NODF","928"
"SAFE","weighted NODF","930"
"SAFE","weighted NODF","932"
"SAFE","weighted NODF","934"
"SAFE","weighted NODF","936"
"SAFE","weighted NODF","938"
"SAFE","weighted NODF","940"
"SAFE","weighted NODF","942"
"SAFE","weighted NODF","944"
"SAFE","weighted NODF","946"
"SAFE","weighted NODF","948"
"SAFE","weighted NODF","950"
"SAFE","weighted NODF","952"
"SAFE","weighted NODF","954"
"SAFE","weighted NODF","956"
"SAFE","weighted NODF","958"
"SAFE","weighted NODF","960"
"SAFE","weighted NODF","962"
"SAFE","weighted NODF","964"
"SAFE","weighted NODF","966"
"SAFE","weighted NODF","968"
"SAFE","weighted NODF","970"
"SAFE","weighted NODF","972"
"SAFE","weighted NODF","974"
"SAFE","weighted NODF","976"
"SAFE","weighted NODF","978"
"SAFE","weighted NODF","980"
"SAFE","ISA","910"
"SAFE","ISA","912"
"SAFE","ISA","914"
"SAFE","ISA","916"
"SAFE","ISA","918"
"SAFE","ISA","920"
"SAFE","ISA","922"
"SAFE","ISA","924"
"SAFE","ISA","926"
"SAFE","ISA","928"
"SAFE","ISA","930"
"SAFE","ISA","932"
"SAFE","ISA","934"
"SAFE","ISA","936"
"SAFE","ISA","938"
"SAFE","ISA","940"
"SAFE","ISA","942"
"SAFE","ISA","944"
"SAFE","ISA","946"
"SAFE","ISA","948"
"SAFE","ISA","950"
"SAFE","ISA","952"
"SAFE","ISA","954"
"SAFE","ISA","956"
"SAFE","ISA","958"
"SAFE","ISA","960"
"SAFE","ISA","962"
"SAFE","ISA","964"
"SAFE","ISA","966"
"SAFE","ISA","968"
"SAFE","ISA","970"
"SAFE","ISA","972"
"SAFE","ISA","974"
"SAFE","ISA","976"
"SAFE","ISA","978"
"SAFE","ISA","980"
"SAFE","SA","910"
"SAFE","SA","912"
"SAFE","SA","914"
"SAFE","SA","916"
"SAFE","SA","918"
"SAFE","SA","920"
"SAFE","SA","922"
"SAFE","SA","924"
"SAFE","SA","926"
"SAFE","SA","928"
"SAFE","SA","930"
"SAFE","SA","932"
"SAFE","SA","934"
"SAFE","SA","936"
"SAFE","SA","938"
"SAFE","SA","940"
"SAFE","SA","942"
"SAFE","SA","944"
"SAFE","SA","946"
"SAFE","SA","948"
"SAFE","SA","950"
"SAFE","SA","952"
"SAFE","SA","954"
"SAFE","SA","956"
"SAFE","SA","958"
"SAFE","SA","960"
"SAFE","SA","962"
"SAFE","SA","964"
"SAFE","SA","966"
"SAFE","SA","968"
"SAFE","SA","970"
"SAFE","SA","972"
"SAFE","SA","974"
"SAFE","SA","976"
"SAFE","SA","978"
"SAFE","SA","980"
"SAFE","linkage density","910"
"SAFE","linkage density","912"
"SAFE","linkage density","914"
"SAFE","linkage density","916"
"SAFE","linkage density","918"
"SAFE","linkage density","920"
"SAFE","linkage density","922"
"SAFE","linkage density","924"
"SAFE","linkage density","926"
"SAFE","linkage density","928"
"SAFE","linkage density","930"
"SAFE","linkage density","932"
"SAFE","linkage density","934"
"SAFE","linkage density","936"
"SAFE","linkage density","938"
"SAFE","linkage density","940"
"SAFE","linkage density","942"
"SAFE","linkage density","944"
"SAFE","linkage density","946"
"SAFE","linkage density","948"
"SAFE","linkage density","950"
"SAFE","linkage density","952"
"SAFE","linkage density","954"
"SAFE","linkage density","956"
"SAFE","linkage density","958"
"SAFE","linkage density","960"
"SAFE","linkage density","962"
"SAFE","linkage density","964"
"SAFE","linkage density","966"
"SAFE","linkage density","968"
"SAFE","linkage density","970"
"SAFE","linkage density","972"
"SAFE","linkage density","974"
"SAFE","linkage density","976"
"SAFE","linkage density","978"
"SAFE","linkage density","980"
"SAFE","weighted connectance","910"
"SAFE","weighted connectance","912"
"SAFE","weighted connectance","914"
"SAFE","weighted connectance","916"
"SAFE","weighted connectance","918"
"SAFE","weighted connectance","920"
"SAFE","weighted connectance","922"
"SAFE","weighted connectance","924"
"SAFE","weighted connectance","926"
"SAFE","weighted connectance","928"
"SAFE","weighted connectance","930"
"SAFE","weighted connectance","932"
"SAFE","weighted connectance","934"
"SAFE","weighted connectance","936"
"SAFE","weighted connectance","938"
"SAFE","weighted connectance","940"
"SAFE","weighted connectance","942"
"SAFE","weighted connectance","944"
"SAFE","weighted connectance","946"
"SAFE","weighted connectance","948"
"SAFE","weighted connectance","950"
"SAFE","weighted connectance","952"
"SAFE","weighted connectance","954"
"SAFE","weighted connectance","956"
"SAFE","weighted connectance","958"
"SAFE","weighted connectance","960"
"SAFE","weighted connectance","962"
"SAFE","weighted connectance","964"
"SAFE","weighted connectance","966"
"SAFE","weighted connectance","968"
"SAFE","weighted connectance","970"
"SAFE","weighted connectance","972"
"SAFE","weighted connectance","974"
"SAFE","weighted connectance","976"
"SAFE","weighted connectance","978"
"SAFE","weighted connectance","980"
"SAFE","Fisher alpha","910"
"SAFE","Fisher alpha","912"
"SAFE","Fisher alpha","914"
"SAFE","Fisher alpha","916"
"SAFE","Fisher alpha","918"
"SAFE","Fisher alpha","920"
"SAFE","Fisher alpha","922"
"SAFE","Fisher alpha","924"
"SAFE","Fisher alpha","926"
"SAFE","Fisher alpha","928"
"SAFE","Fisher alpha","930"
"SAFE","Fisher alpha","932"
"SAFE","Fisher alpha","934"
"SAFE","Fisher alpha","936"
"SAFE","Fisher alpha","938"
"SAFE","Fisher alpha","940"
"SAFE","Fisher alpha","942"
"SAFE","Fisher alpha","944"
"SAFE","Fisher alpha","946"
"SAFE","Fisher alpha","948"
"SAFE","Fisher alpha","950"
"SAFE","Fisher alpha","952"
"SAFE","Fisher alpha","954"
"SAFE","Fisher alpha","956"
"SAFE","Fisher alpha","958"
"SAFE","Fisher alpha","960"
"SAFE","Fisher alpha","962"
"SAFE","Fisher alpha","964"
"SAFE","Fisher alpha","966"
"SAFE","Fisher alpha","968"
"SAFE","Fisher alpha","970"
"SAFE","Fisher alpha","972"
"SAFE","Fisher alpha","974"
"SAFE","Fisher alpha","976"
"SAFE","Fisher alpha","978"
"SAFE","Fisher alpha","980"
"SAFE","Shannon diversity","910"
"SAFE","Shannon diversity","912"
"SAFE","Shannon diversity","914"
"SAFE","Shannon diversity","916"
"SAFE","Shannon diversity","918"
"SAFE","Shannon diversity","920"
"SAFE","Shannon diversity","922"
"SAFE","Shannon diversity","924"
"SAFE","Shannon diversity","926"
"SAFE","Shannon diversity","928"
"SAFE","Shannon diversity","930"
"SAFE","Shannon diversity","932"
"SAFE","Shannon diversity","934"
"SAFE","Shannon diversity","936"
"SAFE","Shannon diversity","938"
"SAFE","Shannon diversity","940"
"SAFE","Shannon diversity","942"
"SAFE","Shannon diversity","944"
"SAFE","Shannon diversity","946"
"SAFE","Shannon diversity","948"
"SAFE","Shannon diversity","950"
"SAFE","Shannon diversity","952"
"SAFE","Shannon diversity","954"
"SAFE","Shannon diversity","956"
"SAFE","Shannon diversity","958"
"SAFE","Shannon diversity","960"
"SAFE","Shannon diversity","962"
"SAFE","Shannon diversity","964"
"SAFE","Shannon diversity","966"
"SAFE","Shannon diversity","968"
"SAFE","Shannon diversity","970"
"SAFE","Shannon diversity","972"
"SAFE","Shannon diversity","974"
"SAFE","Shannon diversity","976"
"SAFE","Shannon diversity","978"
"SAFE","Shannon diversity","980"
"SAFE","interaction evenness","910"
"SAFE","interaction evenness","912"
"SAFE","interaction evenness","914"
"SAFE","interaction evenness","916"
"SAFE","interaction evenness","918"
"SAFE","interaction evenness","920"
"SAFE","interaction evenness","922"
"SAFE","interaction evenness","924"
"SAFE","interaction evenness","926"
"SAFE","interaction evenness","928"
"SAFE","interaction evenness","930"
"SAFE","interaction evenness","932"
"SAFE","interaction evenness","934"
"SAFE","interaction evenness","936"
"SAFE","interaction evenness","938"
"SAFE","interaction evenness","940"
"SAFE","interaction evenness","942"
"SAFE","interaction evenness","944"
"SAFE","interaction evenness","946"
"SAFE","interaction evenness","948"
"SAFE","interaction evenness","950"
"SAFE","interaction evenness","952"
"SAFE","interaction evenness","954"
"SAFE","interaction evenness","956"
"SAFE","interaction evenness","958"
"SAFE","interaction evenness","960"
"SAFE","interaction evenness","962"
"SAFE","interaction evenness","964"
"SAFE","interaction evenness","966"
"SAFE","interaction evenness","968"
"SAFE","interaction evenness","970"
"SAFE","interaction evenness","972"
"SAFE","interaction evenness","974"
"SAFE","interaction evenness","976"
"SAFE","interaction evenness","978"
"SAFE","interaction evenness","980"
"SAFE","Alatalo interaction evenness","910"
"SAFE","Alatalo interaction evenness","912"
"SAFE","Alatalo interaction evenness","914"
"SAFE","Alatalo interaction evenness","916"
"SAFE","Alatalo interaction evenness","918"
"SAFE","Alatalo interaction evenness","920"
"SAFE","Alatalo interaction evenness","922"
"SAFE","Alatalo interaction evenness","924"
"SAFE","Alatalo interaction evenness","926"
"SAFE","Alatalo interaction evenness","928"
"SAFE","Alatalo interaction evenness","930"
"SAFE","Alatalo interaction evenness","932"
"SAFE","Alatalo interaction evenness","934"
"SAFE","Alatalo interaction evenness","936"
"SAFE","Alatalo interaction evenness","938"
"SAFE","Alatalo interaction evenness","940"
"SAFE","Alatalo interaction evenness","942"
"SAFE","Alatalo interaction evenness","944"
"SAFE","Alatalo interaction evenness","946"
"SAFE","Alatalo interaction evenness","948"
"SAFE","Alatalo interaction evenness","950"
"SAFE","Alatalo interaction evenness","952"
"SAFE","Alatalo interaction evenness","954"
"SAFE","Alatalo interaction evenness","956"
"SAFE","Alatalo interaction evenness","958"
"SAFE","Alatalo interaction evenness","960"
"SAFE","Alatalo interaction evenness","962"
"SAFE","Alatalo interaction evenness","964"
"SAFE","Alatalo interaction evenness","966"
"SAFE","Alatalo interaction evenness","968"
"SAFE","Alatalo interaction evenness","970"
"SAFE","Alatalo interaction evenness","972"
"SAFE","Alatalo interaction evenness","974"
"SAFE","Alatalo interaction evenness","976"
"SAFE","Alatalo interaction evenness","978"
"SAFE","Alatalo interaction evenness","980"
"SAFE","H2","910"
"SAFE","H2","912"
"SAFE","H2","914"
"SAFE","H2","916"
"SAFE","H2","918"
"SAFE","H2","920"
"SAFE","H2","922"
"SAFE","H2","924"
"SAFE","H2","926"
"SAFE","H2","928"
"SAFE","H2","930"
"SAFE","H2","932"
"SAFE","H2","934"
"SAFE","H2","936"
"SAFE","H2","938"
"SAFE","H2","940"
"SAFE","H2","942"
"SAFE","H2","944"
"SAFE","H2","946"
"SAFE","H2","948"
