"","Ap","Ct","Em","Eper","Lc","Mv","Mc","Mcil","Mm","Mt","Mvel","My","Nf","Nyma","Ph","Tb"
"397",5,1,0,7,0,9,9,3,11,11,0,9,13,4,7,23
"398",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"399",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"400",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"402",0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,2
"403",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"405",0,9,0,0,1,5,3,2,0,4,0,1,0,0,2,1
"406",0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,0
"407",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"408",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"409",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"410",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"413",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"414",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"415",0,13,0,1,1,8,0,5,0,12,0,0,7,0,0,0
"416",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"417",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"418",0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"419",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
"420",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"422",0,0,0,2,0,1,3,2,3,2,0,3,3,2,0,2
"423",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"424",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"425",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"426",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"428",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"429",0,2,0,0,0,1,0,1,1,1,0,1,0,0,1,0
"430",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"431",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"432",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"433",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"434",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"435",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"437",0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"438",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"439",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"440",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"441",0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
"442",0,0,0,0,0,2,5,0,2,0,0,0,1,0,4,0
"443",0,0,0,4,0,0,0,1,4,1,0,2,3,1,0,5
"444",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
"447",5,0,0,4,0,2,9,1,12,4,0,5,9,3,8,22
"448",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"449",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"450",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"451",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"452",0,4,0,0,0,3,0,0,0,3,0,0,4,0,0,0
"453",1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0
"454",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"455",0,0,0,2,0,1,0,0,2,0,0,4,2,2,0,5
"456",0,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0
"457",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"458",0,0,0,2,0,0,2,1,1,0,0,2,2,0,0,0
"459",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"460",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"462",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"463",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"464",1,0,0,3,0,0,1,0,2,0,0,0,0,0,1,2
"465",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"466",0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"467",0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1
"468",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"469",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"470",3,4,0,1,0,4,0,3,2,7,0,1,5,0,1,0
"471",0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"472",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"474",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"475",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"476",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"477",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"478",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"479",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"480",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"481",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"483",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"485",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"486",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"487",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"488",0,0,0,1,0,2,1,0,8,1,0,2,6,2,0,9
"489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"492",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"493",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"494",0,1,0,0,0,2,0,0,0,1,0,2,3,0,0,1
"495",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"496",0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,5
"497",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"498",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"499",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"500",0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0
"501",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"502",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
"503",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"504",1,0,0,1,0,3,0,0,1,3,0,0,2,0,0,2
"505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"506",0,0,1,0,0,0,2,0,1,0,1,0,9,1,1,11
"507",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"508",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"509",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"511",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"512",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"514",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"516",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"517",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"518",0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"519",0,1,0,1,0,0,1,0,0,1,0,2,0,0,1,0
"520",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"521",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"524",0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0
"525",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"526",4,2,0,1,0,2,0,2,4,5,0,1,1,1,9,2
"527",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"528",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"529",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"530",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"531",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"532",0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"533",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"534",0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"535",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"537",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
"538",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"539",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"540",0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0
"541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"542",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"544",0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
"545",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"546",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"547",0,0,0,0,0,3,0,0,1,2,0,0,1,1,0,2
"548",0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"549",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"550",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"551",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"552",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"553",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"555",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"557",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"558",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"559",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"560",0,7,0,0,1,7,2,2,1,7,0,1,8,0,1,1
"561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"562",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"563",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"567",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"568",4,0,0,7,0,5,8,2,14,8,0,12,13,5,14,28
"569",0,4,0,0,1,2,0,2,0,4,0,0,0,0,0,1
"570",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"571",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
"572",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"573",0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
"574",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"575",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"576",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"577",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"578",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"581",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"582",0,5,0,0,1,4,0,1,0,4,0,0,3,0,0,0
"583",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"585",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"586",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"590",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"591",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"592",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"594",0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0
"595",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"597",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"598",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"599",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"600",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"601",0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,3
"602",0,2,0,0,0,4,1,1,1,1,0,0,1,0,2,0
"603",1,0,0,3,0,0,0,0,0,7,0,8,0,0,2,5
"604",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"605",2,1,0,5,0,7,2,2,6,2,0,4,7,2,0,13
"606",0,7,0,0,0,5,1,2,0,5,0,1,5,0,0,0
"607",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"608",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"609",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"610",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"611",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"612",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"613",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"614",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"615",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"616",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"618",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"619",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"620",0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
"621",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"622",0,0,0,0,0,0,5,0,1,2,0,5,1,0,1,0
"623",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"624",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"625",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"626",0,0,0,2,0,0,2,0,2,0,0,0,1,0,5,2
"627",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630",0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"631",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"632",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"633",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"634",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"635",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"640",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"641",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"642",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"643",2,0,0,3,0,5,0,0,12,7,0,2,7,1,0,12
"644",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"645",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"647",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"648",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"649",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"650",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"651",0,0,0,3,0,2,2,0,2,3,0,0,4,3,2,1
"652",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"653",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"654",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"655",1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
"656",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"657",0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"658",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"659",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
"660",20,1,0,4,0,0,5,0,2,6,0,6,2,1,8,12
"661",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
"662",0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,4
"663",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"664",0,3,0,0,0,2,0,1,0,3,0,1,3,0,0,0
"665",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"666",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"667",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"669",1,0,0,1,0,2,1,0,4,2,0,3,2,3,1,2
"670",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"671",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"672",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"673",0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,2
"674",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"675",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"676",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"677",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"679",0,2,0,0,0,2,0,2,0,5,0,0,1,0,0,0
"680",0,0,0,1,0,2,1,0,0,1,0,0,7,1,4,8
"681",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"682",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"683",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"684",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"685",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"686",0,5,0,0,0,3,0,3,0,6,0,0,0,0,0,0
"687",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"688",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"689",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"690",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"691",0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"692",0,0,0,0,0,0,3,0,0,0,0,2,4,1,1,4
"693",1,0,0,3,0,0,0,0,0,5,0,0,0,0,4,1
"694",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"695",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
"696",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"698",0,5,0,0,0,2,0,3,0,3,0,0,1,0,0,0
"699",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"700",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"701",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"702",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"703",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"704",1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"705",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"708",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"709",0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"711",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
"712",0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"713",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"714",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"716",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"719",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"721",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"722",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"723",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"724",0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0
"725",0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0
"726",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"727",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"729",0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
"730",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"732",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"733",1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"734",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"735",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"736",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"737",1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"738",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739",0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0
"740",0,4,0,0,0,1,4,0,0,2,0,0,2,0,1,0
"741",3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"742",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"743",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"746",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"747",1,5,0,0,0,0,1,2,2,3,1,5,4,0,5,2
"748",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"750",0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1
"751",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"752",0,0,0,0,0,2,0,2,0,2,0,1,1,0,0,0
"753",0,1,0,0,0,4,0,0,0,1,0,0,2,1,0,0
"754",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"755",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"757",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"759",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"760",0,0,0,2,0,1,0,0,1,1,0,0,1,4,0,1
"761",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"762",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"763",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"764",0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"765",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"766",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"768",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"771",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"772",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"774",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"775",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"776",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"777",1,0,0,0,0,1,0,0,0,1,0,3,0,0,4,2
"778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"779",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"780",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"781",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"782",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"783",1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"784",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"785",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787",2,3,0,1,0,3,5,2,5,6,0,12,9,1,5,4
"788",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"789",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"790",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"791",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792",0,2,0,0,0,2,0,0,1,3,0,0,2,0,2,0
"793",0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0
